!=	BaiduTAG	语言术语
!DOCTYPE	BaiduCARD	！文档类型，一个文档类型标记是一种<a>标准通用标记语言</a>的文档类型声明，它的目的是要告诉<a>标准通用标记语言</a>解析器，它应该使用什么样的文档类型定义（<a>DTD</a>）来解析<a>文档</a>。
!DOCTYPE	BaiduTAG	科技
!DOCTYPE	BaiduTAG	计算机学
!DOCTYPE	中文名	！文档类型
!DOCTYPE	外文名	DOCument TYPE
!K7	BaiduTAG	音乐
!K7	BaiduTAG	专辑
!K7	BaiduTAG	音乐人物
(2R,3S)-(-)-2-氨基-3-羟基-4-甲基戊酸	化学式	C6H13NO3
(2R,3S)-(-)-2-氨基-3-羟基-4-甲基戊酸	摩尔质量	147.17
(2R,3S)-(-)-2-氨基-3-羟基-4-甲基戊酸	英文名	(2R,3S)-(-)-2-Amino-3-hydroxy-4-methylpentanoic ac
(2R,4R)-1-[2-氨基-5-[[亚氨基（硝基氨基）甲基]氨基]-1-氧代戊基]-4-甲基-2-哌啶甲酸乙酯盐酸盐	BaiduTAG	化工产品
(2R,4R)-4-甲基-2-哌啶甲酸乙酯	BaiduTAG	化工产品
(2S)-2,4-吗啉二羧酸 4-叔丁酯	BaiduTAG	化工产品
(2S)-2,4-吗啉二羧酸 4-叔丁酯	CAS号	:868689-63-8
(2S)-2,4-吗啉二羧酸 4-叔丁酯	中文名	(2S)-2,4-吗啉二羧酸 4-叔丁酯
(2S)-2,4-吗啉二羧酸 4-叔丁酯	分子式	:C10H17NO5
(2S)-2,4-吗啉二羧酸 4-叔丁酯	别名	C6H10(NH2)2·C4H6O6
(2S)-2,4-吗啉二羧酸 4-叔丁酯	外文名	(S)-4-(tert-Butoxycarbonyl)morpholine-2-carboxylic acid
(2S)-2-氨基-4-戊炔酸	BaiduTAG	化工产品
(2S)-间硝基苯磺酸环氧丙酯	BaiduTAG	理学
(2S)-间硝基苯磺酸环氧丙酯	CAS号	115314-14-2
(2S)-间硝基苯磺酸环氧丙酯	中文名	(2S)-间硝基苯磺酸环氧丙酯
(2S)-间硝基苯磺酸环氧丙酯	分子式	C9H9NO6S
(2S)-间硝基苯磺酸环氧丙酯	分子量	259.23
(2S,3S)-2-氨基-3-甲氧基丁酸	CAS号	104195-80-4
(2S,3S)-2-氨基-3-甲氧基丁酸	中文名	(2S,3S)-2-氨基-3-甲氧基丁酸
(2S,3S)-2-氨基-3-甲氧基丁酸	化学式	C5H11NO3
(2S,3S)-2-氨基-3-甲氧基丁酸	摩尔质量	133.14
(2S,3S)-2-氨基-3-甲氧基丁酸	英文名	(2S,3S)-2-Amino-3-methoxybutanoic acid
(2S,3aR,7aS)-1H-八氢吲哚-2-羧酸苄酯盐酸盐	BaiduTAG	化工产品
(2S,3aR,7aS)-1H-八氢吲哚-2-羧酸苄酯盐酸盐	中文名	(2S,3aR,7aS)-1H-八氢吲哚-2-羧酸苄酯盐酸盐
(2S,3aR,7aS)-1H-八氢吲哚-2-羧酸苄酯盐酸盐	分子式	C16H21NO2
(2S,3aR,7aS)-1H-八氢吲哚-2-羧酸苄酯盐酸盐	分子量	259.3434
(2S,3aR,7aS)-1H-八氢吲哚-2-羧酸苄酯盐酸盐	外文名	Benzyl (2S,3aR,7aS)-octahydroindole-2-carboxylate hydrochloride
(2S,3aS,7As)-八氢吲哚-2-羧酸	BaiduTAG	化工产品
(2S,3aS,7As)-八氢吲哚-2-羧酸	BaiduTAG	工业产品
(2S,3aS,7As)-八氢吲哚-2-羧酸	下游产品	培哚普利
(2S,3aS,7As)-八氢吲哚-2-羧酸	别名	L-八氢吲哚-2-甲酸; (2S,3AS,7AS)-八氢吲哚-2-羧酸; (2S,3aS,7aS)-八氢吲哚-2-羧酸; L-八氢吲哚-2-羧酸
(2S,3aS,7As)-八氢吲哚-2-羧酸	外文名称	(2s,3as,7as)-Octahydro-1H-indole-2-carboxylic acid
(2S,3aS,7As)-八氢吲哚-2-羧酸	药品名称	(2S,3aS,7As)-八氢吲哚-2-羧酸
(2S,3aS,7aS)-2-羧酸八氢吲哚	BaiduTAG	理学
(2S,3aS,7aS)-2-羧酸八氢吲哚	CAS号	80875-98-5
(2S,3aS,7aS)-2-羧酸八氢吲哚	中文名	(2S,3aS,7aS)-2-羧酸八氢吲哚
(2S,3aS,7aS)-2-羧酸八氢吲哚	分子式	C9H15NO2
(2S,3aS,7aS)-2-羧酸八氢吲哚	分子量	169.22
(2S,4R)-N-（叔丁氧基羰基）-反式-4-氟-L-脯氨酸	BaiduTAG	化工产品
(2S,4R)-N-（叔丁氧基羰基）-反式-4-氟-L-脯氨酸	CAS号	203866-14-2
(2S,4R)-N-（叔丁氧基羰基）-反式-4-氟-L-脯氨酸	中文名	(2S,4R)-N-（叔丁氧基羰基）-反式-4-氟-L-脯氨酸
(2S,4R)-N-（叔丁氧基羰基）-反式-4-氟-L-脯氨酸	分子式	C10H16FNO4
(2S,4R)-N-（叔丁氧基羰基）-反式-4-氟-L-脯氨酸	外文名	(2S,4R)-1-(tert-Butoxycarbonyl)-4-fluoro-2-pyrrolidinecarboxylic Acid
(2S,4S)-N-（叔丁氧基羰基）-顺式-4-氟-L-脯氨酸	BaiduTAG	化工产品
(2S,4S)-N-（叔丁氧基羰基）-顺式-4-氟-L-脯氨酸	CAS号	203866-13-1
(2S,4S)-N-（叔丁氧基羰基）-顺式-4-氟-L-脯氨酸	中文名	(2S,4S)-N-（叔丁氧基羰基）-顺式-4-氟-L-脯氨酸
(2S,4S)-N-（叔丁氧基羰基）-顺式-4-氟-L-脯氨酸	分子式	C10H16FNO4
(2S,4S)-N-（叔丁氧基羰基）-顺式-4-氟-L-脯氨酸	外文名	(2S,4S)-1-(tert-Butoxycarbonyl)-4-fluoro-2-pyrrolidinecarboxylic Acid
(2S,6R)-6-氨基-2-（2-噻吩基）-1,4-硫氮杂卓-5-酮	CAS号	110221-26-6
(2S,6R)-6-氨基-2-（2-噻吩基）-1,4-硫氮杂卓-5-酮	中文名	(2S,6R)-6-氨基-2-(2-噻吩基)-1,4-硫氮杂卓-5-酮
(2S,6R)-6-氨基-2-（2-噻吩基）-1,4-硫氮杂卓-5-酮	化学式	C9H12N2OS2
(2S,6R)-6-氨基-2-（2-噻吩基）-1,4-硫氮杂卓-5-酮	摩尔质量	228.34
(2S,6R)-6-氨基-2-（2-噻吩基）-1,4-硫氮杂卓-5-酮	英文名	(2S,6R)-6-Amino-2-(2-thienyl)-1,4-thiazepan-5-one
(3-2-b)并二噻吩	BaiduTAG	化工产品
(3-三甲基硅基2-炔丙基)溴化三苯基磷鎓	BaiduTAG	网站
(3-丙烯酰胺丙基)三甲基氯化铵	BaiduTAG	网站
(3-丙羧基)三苯基溴化膦	BaiduCARD	(3-丙羧基)三苯基溴化膦（(3-CARBOXYPROPYL)TRIPHENYLPHOSPHONIUM BROMIDE），化工原料。
(3-丙羧基)三苯基溴化膦	BaiduTAG	化工产品
(3-丙羧基)三苯基溴化膦	cas号	17857-14-6
(3-丙羧基)三苯基溴化膦	中文名	(3-丙羧基)三苯基溴化膦
(3-丙羧基)三苯基溴化膦	分子式	C22H22BRO2P
(3-丙羧基)三苯基溴化膦	分子量	429.29
(3-丙羧基)三苯基溴化膦	外文名	(3-CARBOXYPROPYL)TRIPHENYLPHOSPHONIUM BROMIDE
(3B)活页资料上海版牛津英语	BaiduTAG	书籍
(3B)活页资料上海版牛津英语	ISBN	9787532068296
(3B)活页资料上海版牛津英语	出版时间	2000-12-01
(3B)活页资料上海版牛津英语	出版社	上海教育出版社
(3B)活页资料上海版牛津英语	副标题	3年级
(3B)活页资料上海版牛津英语	定价	1.50元
(3CD)真发烧-汽车专用5十1首终极女声篇/轻歌慢舞6	BaiduTAG	书籍
(3CD)真发烧-汽车专用5十1首终极女声篇/轻歌慢舞6	ISBN	9787880333855
(3CD)真发烧-汽车专用5十1首终极女声篇/轻歌慢舞6	作者	日 乡田充
(3CD)真发烧-汽车专用5十1首终极女声篇/轻歌慢舞6	出版时间	1981
(3CD)真发烧-汽车专用5十1首终极女声篇/轻歌慢舞6	出版社	空军指挥学院
(3CD)真发烧-汽车专用5十1首终极女声篇/轻歌慢舞6	定价	20.00元
(3CD)真发烧-汽车专用5十1首终极女声篇/轻歌慢舞6	装帧	平装
(3CD)真发烧-汽车专用5十1首终极女声篇/轻歌慢舞6	页数	496
(3DVD)2三代相声连连看两周年纪念演出	BaiduTAG	书籍
(3DVD)2三代相声连连看两周年纪念演出	ISBN	9787887027245
(3DVD)2三代相声连连看两周年纪念演出	定价	28.00元
(3DVD)中医养生智慧	BaiduTAG	书籍
(3DVD)中医养生智慧	ISBN	9787887027634
(3DVD)中医养生智慧	定价	58.00元
(3DVD)大易不卜	BaiduTAG	书籍
(3DVD)大易不卜	ISBN	9787887027597
(3DVD)大易不卜	定价	98.00元
(3DVD)张秀勤全息经络刮痧	BaiduTAG	书籍
(3DVD)张秀勤全息经络刮痧	ISBN	9787887027405
(3DVD)张秀勤全息经络刮痧	定价	78.00元
(3DVD)边疆问路	BaiduTAG	书籍
(3DVD)边疆问路	ISBN	9787887027504
(3DVD)边疆问路	定价	68.00元
(3DVD-ROM)即学即会	BaiduTAG	书籍
(3DVD-ROM)即学即会	ISBN	9787894501288
(3DVD-ROM)即学即会	作者	北京华夏树人数码科技有限公司
(3DVD-ROM)即学即会	出版时间	2011-01-01
(3DVD-ROM)即学即会	出版社	北京中电
(3DVD-ROM)即学即会	定价	48.00元
(3DVD-ROM)即学即会	页数	3
(3DVDR)UG NX数控加工经典案例	BaiduTAG	书籍
(3DVDR)UG NX数控加工经典案例	ISBN	9787894501318
(3DVDR)UG NX数控加工经典案例	作者	北京中电电子出版社
(3DVDR)UG NX数控加工经典案例	出版时间	2011-01-01
(3DVDR)UG NX数控加工经典案例	出版社	北京中电
(3DVDR)UG NX数控加工经典案例	定价	48.00元
(3DVDR)UG NX数控加工经典案例	页数	3
(3H-1,2,3-三唑并[4,5-b]吡啶-3-氧基)三-1-吡咯烷基六氟磷酸盐	BaiduTAG	理学
(3H-1,2,3-三唑并[4,5-b]吡啶-3-氧基)三-1-吡咯烷基六氟磷酸盐	BaiduTAG	化工产品
(3H-1,2,3-三唑并[4,5-b]吡啶-3-氧基)三-1-吡咯烷基六氟磷酸盐	中文名	(3H-1,2,3-三唑并[4,5-b]吡啶-3-氧基)三-1-吡咯烷基六氟磷酸盐
(3H-1,2,3-三唑并[4,5-b]吡啶-3-氧基)三-1-吡咯烷基六氟磷酸盐	分子式	C17H27N7OP PF6
(3H-1,2,3-三唑并[4,5-b]吡啶-3-氧基)三-1-吡咯烷基六氟磷酸盐	分子量	521.38
(3H-1,2,3-三唑并[4,5-b]吡啶-3-氧基)三-1-吡咯烷基六氟磷酸盐	外文名	(3-Hydroxy-3H-1,2,3-triazolo[4,5-b]pyridinato-O)tri-1-pyrrolidinylphosphonium hexafluorophosphate
(3R)-3,4-吗啉二羧酸 4-叔丁酯	BaiduTAG	化工产品
(3R)-3,4-吗啉二羧酸 4-叔丁酯	CAS号	869681-70-9
(3R)-3,4-吗啉二羧酸 4-叔丁酯	中文名	(3R)-3,4-吗啉二羧酸 4-叔丁酯
(3R)-3,4-吗啉二羧酸 4-叔丁酯	分子式	C10H17NO5
(3R)-3,4-吗啉二羧酸 4-叔丁酯	分子量	231.2457
(3R,5S)-6-氯-3,5-二羟基己酸叔丁酯	BaiduTAG	化工产品
(3R,5S)-6-氯-3,5-二羟基己酸叔丁酯	中文名	(3R,5S)-6-氯-3,5-二羟基己酸叔丁酯
(3R,5S)-6-氯-3,5-二羟基己酸叔丁酯	分子式	C10H19ClO4
(3R,5S)-6-氯-3,5-二羟基己酸叔丁酯	分子量	238.7085
(3R,5S)-6-氯-3,5-二羟基己酸叔丁酯	外文名	Hexanoic acid, 6-chloro-3,5-dihydroxy-
(3R-顺)-(-)-3-苯基四氢吡咯并-[2,1-B]恶唑-5(6H)-酮	CAS号	133007-27-9
(3R-顺)-(-)-3-苯基四氢吡咯并-[2,1-B]恶唑-5(6H)-酮	中文名	(3R-顺)-(-)-3-苯基四氢吡咯并-[2,1-B]恶唑-5(6H)-酮
(3R-顺)-(-)-3-苯基四氢吡咯并-[2,1-B]恶唑-5(6H)-酮	分子量	203.24
(3R-顺)-(-)-3-苯基四氢吡咯并-[2,1-B]恶唑-5(6H)-酮	化学式	C12H13NO2
(3S)-3,4-吗啉二羧酸 4-叔丁酯	BaiduCARD	(3S)-3,4-吗啉二羧酸 4-叔丁酯的英文名称4-Boc-3(S)-morpholinecarboxylic acid，分子式是C10H17NO5，分子量为231.2457，它是一种化工中间体。
(3S)-3,4-吗啉二羧酸 4-叔丁酯	BaiduTAG	化工产品
(3S,4aS,8aS)-2-[(2R)-2-[(4S)-2-[3-羟基-2-甲基苯基]-4,5-二氢恶唑-4-基]-2-羟乙基]十氢异喹啉-3-甲酸叔丁酰胺	BaiduTAG	化工产品
(3S,4aS,8aS)-2-[(2R)-2-[(4S)-2-[3-羟基-2-甲基苯基]-4,5-二氢恶唑-4-基]-2-羟乙基]十氢异喹啉-3-甲酸叔丁酰胺	中文名	(3S,4aS,8aS)-2-[(2R)-2-[(4S)-2-[3-羟基-2-甲基苯基]-4,5-二氢恶唑-4-基]-2-羟乙基]十氢异喹啉-3-甲酸叔丁酰胺
(4)海鲜料理	BaiduTAG	书籍
(4)海鲜料理	ISBN	9787537519083
(4)海鲜料理	出版时间	1998-09
(4)海鲜料理	出版社	河北科学技术出版社
(4)海鲜料理	定价	28.00
(4)海鲜料理	装帧	精装
(4)海鲜料理	译者	金英兰/等
(4,7-二苯基-1,10-菲啰啉)二磺酸二钠盐	BaiduTAG	理学
(4,7-二苯基-1,10-菲啰啉)二磺酸二钠盐	BaiduTAG	化工产品
(4,7-二苯基-1,10-菲啰啉)二磺酸二钠盐	CAS号	52746-49-3
(4,7-二苯基-1,10-菲啰啉)二磺酸二钠盐	中文名	(4,7-二苯基-1,10-菲啰啉)二磺酸二钠盐
(4,7-二苯基-1,10-菲啰啉)二磺酸二钠盐	分子式	C24H14N2Na2O6S2.xH2O
(4,7-二苯基-1,10-菲啰啉)二磺酸二钠盐	分子量	536.48
(4-氨基-3-硝基苯胺)-(4-氟苯基)-甲酮	BaiduCARD	(4-氨基-3-硝基苯胺)-(4-氟苯基)-甲酮，英文名4-chloro-4'-fluoro-3-nitrobenzophenone，其CAS号为31431-16-0，是一种化工中间体。
(4-氨基-3-硝基苯胺)-(4-氟苯基)-甲酮	BaiduTAG	化工产品
(4-氨基-3-硝基苯胺)-(4-氟苯基)-甲酮	CAS号	:31431-16-0
(4-氨基-3-硝基苯胺)-(4-氟苯基)-甲酮	中文名	(4-氨基-3-硝基苯胺)-(4-氟苯基)-甲酮
(4-氨基-3-硝基苯胺)-(4-氟苯基)-甲酮	分子式	:C13H7ClFNO3
(4-氨基-3-硝基苯胺)-(4-氟苯基)-甲酮	分子量	:279.651
(4CD)伊索寓言（小雨讲故事）	BaiduTAG	书籍
(4CD)伊索寓言（小雨讲故事）	ISBN	9787887026941
(4CD)伊索寓言（小雨讲故事）	定价	48.00
(4CD)安徒生童话（小雨讲故事）	BaiduTAG	书籍
(4CD)安徒生童话（小雨讲故事）	ISBN	9787887026927
(4CD)安徒生童话（小雨讲故事）	定价	48.00
(4DVD)天才销售速成	BaiduTAG	书籍
(4DVD)天才销售速成	ISBN	9787798609943
(4DVD)天才销售速成	定价	580.00
(4DVD)张秀勤刮痧诊未病	BaiduTAG	书籍
(4DVD)张秀勤刮痧诊未病	ISBN	9787887027412
(4DVD)张秀勤刮痧诊未病	定价	98.00元
(4DVD+4CD)易经中的管理智慧3/曾仕强	BaiduTAG	书籍
(4DVD+4CD)易经中的管理智慧3/曾仕强	ISBN	9787889121880
(4DVD+4CD)易经中的管理智慧3/曾仕强	出版社	陕西师范大学出版总社有限公司
(4DVD+4CD)易经中的管理智慧3/曾仕强	定价	980.00元
(4S,5S)-	BaiduCARD	(4S,5S)-(2,2-二甲基-1,3-二氧戊环-4,5-二基)双(二苯基甲醇)，又称为(4S,5S)-2,2-二甲基-α,α,α',α'-四苯基二氧戊烷-4,5-二甲醇，其CAS号为93379-49-8，是一种化工中间体。
(4S,5S)-	BaiduTAG	化工产品
(4S,5S)-	中文名	(4S,5S)-
(4S,5S)-	分子式	C31H30O4
(4S,5S)-	分子量	466.5675
(4S,5S)-	外文名	(-)-2,3-O-isopropylidene-1,1,4,4-tetra-phenyl-D-threitol
(4VCD)再讲	BaiduCARD	王永为企业文化与组织激励专家清华大学客座教授多家加拿大美国公司的中国市场战略顾问|||员工的工作质量成为中国企业发展的重工瓶颈严重束缚企业竞争力的担升大多数企业领导迫切需要企业员工能够将工作做好做优秀做出色但是由于员工的个人意识综合素质工作热情等原因真正将工作做出色的并不多
(4VCD)再讲	ISBN	9787887095107
(4VCD)再讲	作者	王永为
(4VCD)再讲	出版时间	2007-1
(4VCD)再讲	出版社	时代传播音像出版社
(4VCD)再讲	定价	98.00元
(5)吾班搞笑三四事	BaiduTAG	文学作品
(5)吾班搞笑三四事	BaiduTAG	小说
(5)吾班搞笑三四事	BaiduTAG	小说作品
(5)吾班搞笑三四事	BaiduTAG	文学书籍
(5)吾班搞笑三四事	中文名	(5)吾班搞笑三四事
(5)吾班搞笑三四事	作者	墨香未央
(5)吾班搞笑三四事	小说进度	连载
(5)吾班搞笑三四事	连载网站	晋江文学城
(5)沙拉·凉菜	BaiduTAG	书籍
(5)沙拉·凉菜	ISBN	9787537519090
(5)沙拉·凉菜	出版时间	1998-09
(5)沙拉·凉菜	出版社	河北科学技术出版社
(5)沙拉·凉菜	定价	28.00
(5)沙拉·凉菜	装帧	精装
(5)沙拉·凉菜	译者	李成道/等
(5CD)心肺听诊	BaiduTAG	书籍
(5CD)心肺听诊	ISBN	9787880324013
(5CD)心肺听诊	定价	60.00
(5DVD)总裁三项修炼/成杰刘育良	BaiduTAG	书籍
(5DVD)总裁三项修炼/成杰刘育良	ISBN	9787880174656
(5DVD)总裁三项修炼/成杰刘育良	定价	580.00元
(5DVD)百万大单如何做	BaiduTAG	书籍
(5DVD)百万大单如何做	ISBN	9787883252214
(5DVD)百万大单如何做	定价	580.00元
(5S)-N-[3-(4-溴-3-氟苯基)-2-氧代-5-恶唑烷基甲基]乙酰胺	BaiduTAG	化工产品
(5S)-N-[3-(4-溴-3-氟苯基)-2-氧代-5-恶唑烷基甲基]乙酰胺	CAS号	856677-05-9
(5S)-N-[3-(4-溴-3-氟苯基)-2-氧代-5-恶唑烷基甲基]乙酰胺	中文名	(5S)-N-[3-(4-溴-3-氟苯基)-2-氧代-5-恶唑烷基甲基]乙酰胺
(5S)-N-[3-(4-溴-3-氟苯基)-2-氧代-5-恶唑烷基甲基]乙酰胺	分子量	331.1377
(5S)-N-[3-(4-溴-3-氟苯基)-2-氧代-5-恶唑烷基甲基]乙酰胺	英文名	(5S)-N-[3-(4-Bromo-3-fluorophenyl)-2-oxooxazolidin-5-ylmethyl]acetamide
(5VCD)卡尔威特式黄金早教/鳄鱼BABY系列	BaiduTAG	书籍
(5VCD)卡尔威特式黄金早教/鳄鱼BABY系列	ISBN	9787884081714
(5VCD)卡尔威特式黄金早教/鳄鱼BABY系列	出版时间	1900-01-01
(5VCD)卡尔威特式黄金早教/鳄鱼BABY系列	出版社	齐鲁音像出版社
(5VCD)卡尔威特式黄金早教/鳄鱼BABY系列	定价	140.0
(5VCDG322卓越的服务营销	BaiduTAG	书籍
